,content,neg,neu,pos,comp,angry,fear,happy,sad,surprise
1138,"Hello @MarkRein !
can you say one word to describe the next season?",0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5
1146,"@historyrock_ Shout at The Devil...
#CrueRules",0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
1150,@debrahatesdonal @marcody8 There is no difference between the two other than Putin is much more calculated!,0.161, 0.839, 0.0, -0.3595, 0, 0, 0, 0, 0
1154,@DJK1NG_Gaming Probably since pokémon Sword and Shield were announced they went full graphic analyst,0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
1158,Northern premiers say Russia's war jeopardizes Arctic Council's work to keep peace in the North | CBC News https://t.co/J5JXZBoThG,0.167, 0.684, 0.15, -0.1027, 0.0, 0.67, 0.0, 0.0, 0.33
1160,Man charged with manslaughter to appear on breached bail conditions | CBC News https://t.co/nliLMyZEht,0.13, 0.87, 0.0, -0.2023, 0.0, 0.33, 0.33, 0.33, 0.0
1164,"MLAs who owe the GNWT (taxpayers) money should have their wages (taxpayers money) garnisheed until the debt is paid!!! 
N.W.T. MLA who owes more than $100K to Housing Corporation says he is trying to pay it off | CBC News https://t.co/AbPUpzl5fF",0.12, 0.88, 0.0, -0.5826, 0.0, 0.0, 0.0, 0.0, 1.0
1170,"Yellowknife man finds peace during 1,700 km snowmobile ride to Arviat | CBC News https://t.co/vydQx0xu16",0.0, 0.788, 0.212, 0.5423, 0, 0, 0, 0, 0
1171,"For the 1st time ever, Vets Without Borders visits 2 Baffin communities | CBC News https://t.co/jnM1Rnc6Co",0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
1172,"Yellowknife's movie theatre is still recovering, but the future is not all bleak | CBC News https://t.co/5hF9VA7ULk",0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5
1178,Wish it was a class action lawsuit across Canada... birth alerts common in the NWT and I am not convinced it has stopped. They continue the practice in a different way!! Indigenous mother proposes class-action lawsuit on birth alerts in Manitoba | CBC News https://t.co/1JcAZJfarq,0.181, 0.762, 0.057, -0.5916, 0.0, 0.67, 0.0, 0.0, 0.33
1182,"Video of Thunder Bay, Ont., officer dragging First Nations man allowed at inquest into deaths of 2 other men | CBC News https://t.co/9Auafzvdmq",0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5
1183,"FIRST PERSON | My sister is connected to MMIWG, but Kendara's life was so much more than her death | CBC Radio https://t.co/wMXh5vLq45",0.223, 0.777, 0.0, -0.7747, 0.0, 0.75, 0.0, 0.0, 0.25
1184,Nunavut MLAs call for territorial search and rescue centre | CBC News https://t.co/bqtPYC5msH,0.0, 0.769, 0.231, 0.5106, 0, 0, 0, 0, 0
1185,"Gov. Gen. Mary Simon says she and the Queen discussed reconciliation, Canada's 'real history' | CBC News https://t.co/Cs47OnD5lk",0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5
1189,'How I learned my language': Ojibway man dubbing cartoons teaching Northerners to do the same | CBC News https://t.co/VVOZvwBUD9,0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5
1223,"@HockeyRobThough also Ekmark 7th rd F 2 years ago, Hache and Kos late roudners from this year. maybe they become depth",0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0
1225,@Snivy932 @Globin_Goblin @TransRatPunk @nintendolife Animal crossing was delayed once tho,0.275, 0.725, 0.0, -0.2263, 1.0, 0.0, 0.0, 0.0, 0.0
1229,"The cops arrested the mother for ""intoxication"" as she begged them to save her child!!! Sask. mother says she begged police to protect her 13-month-old in the hours before he was found dead | CBC News https://t.co/fhkP7kMz3I",0.184, 0.688, 0.129, -0.5386, 0.0, 0.0, 0.25, 0.5, 0.25
1237,"Mother, Six Nations want action after 'inconsistent' reports on Ontario woman who died after hospital visit | CBC News https://t.co/E9Fd43tkVN",0.172, 0.766, 0.062, -0.5106, 0.0, 1.0, 0.0, 0.0, 0.0
1239,"'Gentle but strong,' Andrew Wanderingspirit is being remembered as a dedicated leader | CBC News https://t.co/6s8DUOa0uS",0.0, 0.75, 0.25, 0.6124, 0.0, 0.0, 1.0, 0.0, 0.0
