director,show_id
Peyton Reed,s8227
Kunle Afolayan,s8228
Terry Gilliam,s8229
Rob Reiner,s8230
Husam El-Gohari,s8231
Stacy Title,s8233
Graham Phillips,s8234
Parker Phillips,s8234
Ofir Raul Graizer,s8235
Bumpy,s8236
Atom Egoyan,s8237
Elliot Silverstein,s8238
Sean Menard,s8239
Jon Gunn,s8240
Tarek Al Eryan,s8241
Kunle Afolayan,s8242
Craig Moss,s8243
Magdy Al-Hawwary,s8245
Antonio Chavarrías,s8246
David Pablos,s8247
John Stephenson,s8248
Michael Buster,s8249
Norman Jewison,s8250
John Wells,s8252
Harvey Lowry,s8253
Bob Nelson,s8254
Ari Folman,s8255
Amr Arafa,s8256
Andrew Fleming,s8257
Kirk De Micco,s8259
Chris Sanders,s8259
Alex Proyas,s8260
Marek Piwowski,s8261
Neil Jordan,s8262
Jarrad Paul,s8264
Andrew Mogel,s8264
Satish Manwar,s8265
Ifa Isfansyah,s8266
Frank Oz,s8267
Jim Henson,s8267
Tariq Khan,s8268
Simon Stone,s8270
Peter Mortimer,s8271
Josh Lowell,s8271
Martin Scorsese,s8273
Cecilia Atán,s8274
Valeria Pivato,s8274
Blair Hayes,s8275
William Friedkin,s8276
William Brent Bell,s8277
Stephanie Soechtig,s8279
Jeremy Seifert,s8279
Alistair Legrand,s8280
Riri Riza,s8281
Bette Gordon,s8282
Kieran Darcy-Smith,s8284
Jay Chandrasekhar,s8285
Robert Berlinger,s8286
Paul Andrew Williams,s8287
James Ponsoldt,s8289
Justin Benson,s8290
Aaron Moorhead,s8290
Sam Raimi,s8291
David Leveaux,s8292
Nicolas Pesce,s8293
Michael Samuels,s8294
David Sington,s8295
Jenée LaMarque,s8296
David O. Russell,s8297
Kunle Afolayan,s8298
David R. Ellis,s8299
Coerte Voorhees,s8300
John Voorhees,s8300
Rodrigo Van Der Put,s8301
Hugh WIlson,s8302
Mark Tonderai,s8303
Cheh Chang,s8304
Brian Levant,s8305
Brian Levant,s8306
Meng Hua Ho,s8307
Rob Minkoff,s8308
Peter Nicks,s8309
Martin Campbell,s8310
Oliver Frampton,s8311
John Lee Hancock,s8313
Toa Fraser,s8314
Scott Walker,s8315
Nia Dinata,s8318
Mario Mattei,s8319
Cody Stokes,s8320
David Fincher,s8321
Doron Paz,s8323
Yoav Paz,s8323
Paul Shoulberg,s8324
Kasra Farahani,s8325
Neal Brennan,s8326
David Batty,s8327
David Batty,s8328
David Batty,s8329
David Batty,s8330
Shakti Samanta,s8333
John Dahl,s8334
Michel Gondry,s8336
Michael G. Kehoe,s8338
Mickey Liddell,s8339
Paco Arango,s8340
Maya Gallus,s8341
Tate Taylor,s8342
Chad Archibald,s8343
Zoe Berriatúa,s8344
Mark Columbus,s8345
Lauren Hoekstra,s8345
Sarah Kruchowski,s8345
Ryan Moody,s8345
Simon Savelyev,s8345
Vanita Shastry,s8345
Shadae Lamar Smith,s8345
Jeremy David White,s8345
Gonzalo López-Gallego,s8346
Note Chern-Yim,s8347
Damani Baker,s8349
Rudradeep Bhattacharjee,s8351
Rob W. King,s8352
Lasse Hallström,s8353
Rob Cohen,s8355
Vlad Yudin,s8356
Terry Gilliam,s8357
Isaac Ezban,s8359
Philip Einstein Lipski,s8360
Jørgen Lerdam,s8360
Amalie Næsby Fick,s8360
Brad Bird,s8361
Frank Oz,s8362
Steven Soderbergh,s8363
Femi Oyeniran,s8364
Kalvadour Peterson,s8364
Femi Oyeniran,s8365
Nicky Slimting Walker,s8365
Ricky Gervais,s8366
Matthew Robinson,s8366
Karyn Kusama,s8368
Phyllida Lloyd,s8370
Benjamin Cohen,s8371
Nicolas Cotto,s8371
Robin Swicord,s8373
Riri Riza,s8375
Karen Moncrieff,s8376
Tom Hooper,s8378
Alejandro Agresti,s8381
Timothy Reckart,s8382
Pieter-Jan De Pue,s8383
Gillian Armstrong,s8384
Daniel Stamm,s8385
Sean Penn,s8386
Rodrigo Van Der Put,s8387
Mark Craig,s8388
Dennis Scholl,s8389
Kareem Tabsch,s8389
Rob Smat,s8390
Peter Spirer,s8391
Manish Jha,s8392
Jeff Baena,s8394
Blake Harris,s8395
Chris Bouchard,s8395
Mark Osborne,s8396
Florian Henckel von Donnersmarck,s8397
Yorgos Lanthimos,s8399
Brian O'Malley,s8400
Jay Lyons,s8401
Robert Aldrich,s8402
Fred Durst,s8403
Joshua Oppenheimer,s8404
Peter Jackson,s8405
Peter Jackson,s8406
Marco Schnabel,s8407
Robert Cannan,s8408
Ross Adam,s8408
Stanisław Różewicz,s8409
Johnny To,s8410
Robert Tate,s8411
John Mikulak,s8413
Joshua Brown,s8413
Martin Campbell,s8414
Lilly Wachowski,s8415
Lana Wachowski,s8415
Lilly Wachowski,s8416
Lana Wachowski,s8416
Lilly Wachowski,s8417
Lana Wachowski,s8417
Ken Burns,s8418
Christopher Loren Ewers,s8418
Erik Ewers,s8418
Park In-je,s8419
William Wyler,s8420
Grant Heslov,s8421
Mads Matthiesen,s8426
Bryan Bertino,s8427
John Banas,s8428
James Bobin,s8431
Michael Radford,s8433
David Zucker,s8434
David Zucker,s8435
Barry Levinson,s8436
Stuart Heisler,s8437
Carly Stone,s8439
Stefan Aust,s8441
Dirk Laabs,s8441
Lasse Hallström,s8442
Joe Johnston,s8442
Charlie McDowell,s8444
Wenn V. Deramas,s8445
Adam McKay,s8446
John Duigan,s8447
Ben A. Williams,s8448
Mimi Leder,s8449
Alan J. Pakula,s8450
Jean-Pierre Devillers,s8451
Stephen Chbosky,s8452
Joel Schumacher,s8453
Philipp Stölzl,s8454
Shawn Levy,s8455
Peggy Holmes,s8456
Bryan Buckley,s8457
Peter Lord,s8458
Jeff Newitt,s8458
Derek Cianfrance,s8459
Keerthi,s8460
Ahmad El-Badri,s8461
Robert Zemeckis,s8462
Randall Lobb,s8463
Robert McCallum,s8463
Chan-sang Lim,s8464
Brian A. Miller,s8465
Martha Coolidge,s8466
Ron Clements,s8467
John Musker,s8467
Na Hyeon,s8468
John Papola,s8469
Gabriele Muccino,s8470
Grant Korgan,s8471
Brian Niles,s8471
Riri Riza,s8473
Francis Ford Coppola,s8474
Miriam Chandy Menacherry,s8476
Kevin Derek,s8478
Shaina Allen,s8479
Heber Cannon,s8480
Mariah Moore,s8480
Marston Sawyers,s8480
Alison MacLean,s8481
Ahmed Al-Badry,s8482
Steve Barker,s8484
Dejan Zečević,s8485
Hadi El Bagoury,s8486
Gore Verbinski,s8487
Lone Scherfig,s8488
N.D. Wilson,s8489
Curtis Hanson,s8490
Paul Dugdale,s8492
Christian E. Christiansen,s8493
David Michôd,s8494
Bruce Robinson,s8495
Austin Stark,s8496
Kristian Levring,s8497
Wayne Blair,s8498
Frank Oz,s8499
Gus Van Sant,s8500
Stephen Amezdroz,s8501
Chris Renaud,s8502
Tiller Russell,s8503
Abhishek Sharma,s8505
Giancarlo Esposito,s8506
Dino Risi,s8507
William Eubank,s8508
Will Eubank,s8508
Isaac Ezban,s8509
Sunil Soraya,s8510
David Fincher,s8512
Peter Chelsom,s8513
James Ponsoldt,s8514
Krzysztof Zanussi,s8515
Brian Levant,s8516
Thomas Meadmore,s8517
Kyle Patrick Alvarez,s8518
Steven R. Monroe,s8521
Cosmo Feilding-Mellen,s8522
Stephan Rick,s8523
Will Lockhart,s8525
Cole D. Pruitt,s8525
Tony Scott,s8526
Anthony Minghella,s8527
Tobe Hooper,s8528
Mohammed El-Tahawy,s8529
Mohamed Mostafa,s8529
Lena Khan,s8530
Leanne Gater,s8531
Simon Wells,s8532
Robert Schwentke,s8533
Brendan Malloy,s8535
Emmett Malloy,s8535
David Koepp,s8536
Michael Winterbottom,s8537
Ben Brewer,s8538
Alex Brewer,s8538
David Briggs,s8539
Kevin Donovan,s8541
Robert Luketic,s8543
Poj Arnon,s8544
Jean-Pierre Dardenne,s8547
Luc Dardenne,s8547
Errol Morris,s8548
Mark Neveldine,s8549
Ken Burns,s8550
Lynn Novick,s8550
Ossama Abu El Atta,s8551
Tarek Al Eryan,s8551
Russell Crowe,s8553
Jay Russell,s8554
Frank Coraci,s8555
Chito S. Roño,s8556
Niyi Akinmolayan,s8557
Robert Eggers,s8559
Kyle Rankin,s8560
Neil Rawles,s8562
Emil Ben-Shimon,s8563
Laurent Cantet,s8564
Michael Apted,s8565
Victoria Bromley,s8566
George Mendeluk,s8567
Peter Foott,s8569
Sze Yu Lau,s8570
Peter Svatek,s8571
Saheed Arafath,s8572
Charlotte Zwerin,s8573
David Shisgall,s8574
Derek Hui,s8577
Wim Bonte,s8578
Raam Reddy,s8579
Bin Bunluerit,s8580
Taika Waititi,s8581
Sam Liu,s8582
Benjamin Ross,s8583
Stephen Hopkins,s8584
Johnnie To,s8585
Mohamed Hamdy,s8586
Jordan Ross,s8587
William Wyler,s8588
John Sturges,s8588
Li Jun,s8590
Aditya Kripalani,s8591
Sameer Vidwans,s8592
Steve Loter,s8595
Sonny Marler,s8596
Edward Ellis,s8598
Flor Salcedo,s8598
Aaron Woolf,s8598
Beeban Kidron,s8599
Michael Cumming,s8600
Kyoko Miyake,s8602
Phil Roman,s8603
Roger Spottiswoode,s8604
Buddhadev Dasgupta,s8607
Maria Ripoll,s8608
Warren P. Sonoda,s8609
Daniel Benmayor,s8611
Madhur Bhandarkar,s8612
Sukum Maetawanitch,s8613
Sang-ho Yeon,s8614
Danny Boyle,s8615
Jeffrey Nachmanoff,s8616
Wally Pfister,s8617
Stephen Daldry,s8618
Richard Bates Jr.,s8619
Sam Hobkinson,s8620
Jon Reiner,s8621
Brad Rothschild,s8621
Ron Underwood,s8622
S.S. Wilson,s8623
Brent Maddock,s8624
S.S. Wilson,s8625
Don Michael Paul,s8626
Don Michael Paul,s8627
Adam Smith,s8628
Shyam Benegal,s8629
Mukul Anand,s8630
Jitender Pawar,s8631
Nicholas Zeig-Owens,s8632
Shaul Schwarz,s8633
Christina Clusiau,s8633
Tekin Girgin,s8635
Henry Hathaway,s8636
Preston A. Whitmore II,s8637
Jay Roach,s8638
Eli Craig,s8639
Chandrakant Kulkarni,s8640
Frank Capra,s8641
John Huston,s8641
Hugh Stewart,s8641
Roy Boulting,s8641
Anthony Veiller,s8641
David Soren,s8642
Kevin Smith,s8643
Hidetaka Inazuka,s8644
Buz Wallick,s8646
Gary Young,s8649
Kim Nguyen,s8650
Susan Lambert,s8651
Stefan Moore,s8651
James Toback,s8652
Anurag Kashyap,s8653
Benedict Andrews,s8655
Paul Feig,s8656
Michael Mazzola,s8657
Chris Burkard,s8658
Jonathan Glazer,s8659
Erik Canuel,s8660
John Ford,s8661
Paul Andrew Williams,s8662
Sanjay Patel,s8663
Sherif Mandour,s8664
Jason Reitman,s8665
Pradeep Verma,s8666
Mohamed Hamdy,s8667
Mario Van Peebles,s8668
James McTeigue,s8669
Pete Travis,s8671
Ram Gopal Varma,s8672
Ashu Trikha,s8673
Amanda Micheli,s8674
Gurinder Chadha,s8675
Brandon Dickerson,s8676
David L.G. Hughes,s8677
Harvey Lilley,s8678
Gary Michael Schultz,s8679
P.T. Kunju Muhammad,s8681
Ganesh Kadam,s8682
Yılmaz Erdoğan,s8683
Kushal Srivastava,s8684
Ed Lilly,s8686
Bilal Lashari,s8687
Param Gill,s8688
Anu Menon,s8689
Rob McKittrick,s8690
Robin Swicord,s8692
Marc Francis,s8693
Max Pugh,s8693
Alex Smith,s8694
Andrew J. Smith,s8694
Philip G. Atwell,s8695
Faraz Haider,s8696
Steven Spielberg,s8697
John Michael McDonagh,s8698
Hadi El Bagoury,s8699
Jack Zagha Kababie,s8700
Marina Zenovich,s8702
Tiffanie Hsu,s8703
Max Joseph,s8704
Chris Stokes,s8705
David Serrano,s8706
Jeremiah Zagar,s8707
Greg MacGillivray,s8708
Alejandro Agresti,s8709
Antoni Krauze,s8710
Chi Fat Chan,s8712
Ashish R. Mohan,s8714
Stephen Donnelly,s8715
Olly Reid,s8715
Jun Falkenstein,s8715
Abel Ferrara,s8716
Trevor Ryan,s8717
Stanisław Różewicz,s8718
Michael Fahey,s8719
Huang Lei,s8720
Robert Zemeckis,s8723
Rebecca Harrison,s8724
Josh Mendoza,s8725
Rudy Soedjarwo,s8726
Riri Riza,s8726
Ritu Sarin,s8728
Tenzing Sonam,s8728
Heidi Brandenburg,s8729
Mathew Orzel,s8729
Marek Kanievska,s8730
Scott Zabielski,s8731
Noah Baumbach,s8732
Paul Raschid,s8733
Benjamin Turner,s8734
Drew Stone,s8735
Martin Scorsese,s8736
Milla Harrison-Hansley,s8738
Alicky Sussman,s8738
Dhruv Dhawan,s8739
Frank Capra,s8740
Anatole Litvak,s8740
Barry Sonnenfeld,s8743
Paul Dano,s8744
Morgan Matthews,s8745
Mel Stuart,s8746
Pascale Lamche,s8747
John Duigan,s8749
Debra Granik,s8751
Zach Braff,s8752
Theo Davies,s8753
Adrian Murray,s8754
Bart Freundlich,s8755
Barak Goodman,s8757
Oliver Stone,s8758
Storm Theunissen,s8760
David Guy Levy,s8761
Yasir Nawaz,s8762
Mikhil Musale,s8763
John Huston,s8764
Lawrence Kasdan,s8765
Jovanka Vuckovic,s8766
Annie Clark,s8766
Roxanne Benjamin,s8766
Karyn Kusama,s8766
Rob Cohen,s8767
Lee Tamahori,s8768
Alfonso Cuarón,s8769
N. Chandra,s8770
Subhash Ghai,s8771
Ksshitij Chaudhary,s8772
Sangeeth Sivan,s8773
Kedar Shinde,s8774
Abu Bakr Shawky,s8775
Christian De Vita,s8777
Saratswadee Wongsomphet,s8778
Saratswadee Wongsomphet,s8779
Kirati Nakintanon,s8780
Mark Risley,s8782
Kevin Smith,s8783
James Brown,s8787
Kenny Young,s8788
Ivona Juka,s8789
Cathy Garcia-Molina,s8790
Dennis Dugan,s8791
Jason Reitman,s8792
Mu Chu,s8793
Raja Gosnell,s8794
Mohamed Diab,s8795
Chandra Prakash Dwivedi,s8799
Avadhoot Gupte,s8800
Majid Al Ansari,s8802
David Fincher,s8803
Ruben Fleischer,s8805
Peter Hewitt,s8806
Mozez Singh,s8807
